name,url,dbname,code,lang
Japanese Wikisource,https://ja.wikisource.org,jawikisource,wikisource,ja
Japanese ウィキバーシティ,https://ja.wikiversity.org,jawikiversity,wikiversity,ja
Jamaican Creole English Wikipidia,https://jam.wikipedia.org,jamwiki,wiki,jam
Lojban Wikipedia,https://jbo.wikipedia.org,jbowiki,wiki,jbo
Lojban Wiktionary,https://jbo.wiktionary.org,jbowiktionary,wiktionary,jbo
Javanese Wikipedia,https://jv.wikipedia.org,jvwiki,wiki,jv
Javanese Wiktionary,https://jv.wiktionary.org,jvwiktionary,wiktionary,jv
Georgian ვიკიპედია,https://ka.wikipedia.org,kawiki,wiki,ka
Georgian ვიქსიკონი,https://ka.wiktionary.org,kawiktionary,wiktionary,ka
Georgian ვიკიწიგნები,https://ka.wikibooks.org,kawikibooks,wikibooks,ka
Georgian ვიკიციტატა,https://ka.wikiquote.org,kawikiquote,wikiquote,ka
Kara-Kalpak Wikipedia,https://kaa.wikipedia.org,kaawiki,wiki,kaa
Kabyle Wikipedia,https://kab.wikipedia.org,kabwiki,wiki,kab
Kabardian Уикипедиэ,https://kbd.wikipedia.org,kbdwiki,wiki,kbd
Kabiye Wikipediya,https://kbp.wikipedia.org,kbpwiki,wiki,kbp
Kongo Wikipedia,https://kg.wikipedia.org,kgwiki,wiki,kg
Kikuyu Wikipedia,https://ki.wikipedia.org,kiwiki,wiki,ki
Kuanyama Wikipedia,https://kj.wikipedia.org,kjwiki,wiki,kj
Kazakh Уикипедия,https://kk.wikipedia.org,kkwiki,wiki,kk
Kazakh Уикисөздік,https://kk.wiktionary.org,kkwiktionary,wiktionary,kk
Kazakh Уикикітап,https://kk.wikibooks.org,kkwikibooks,wikibooks,kk
Kazakh Уикидәйек,https://kk.wikiquote.org,kkwikiquote,wikiquote,kk
Kalaallisut Wikipedia,https://kl.wikipedia.org,klwiki,wiki,kl
Kalaallisut Wiktionary,https://kl.wiktionary.org,klwiktionary,wiktionary,kl
Khmer វិគីភីឌា,https://km.wikipedia.org,kmwiki,wiki,km
Khmer Wiktionary,https://km.wiktionary.org,kmwiktionary,wiktionary,km
Khmer Wikibooks,https://km.wikibooks.org,kmwikibooks,wikibooks,km
Kannada ವಿಕಿಪೀಡಿಯ,https://kn.wikipedia.org,knwiki,wiki,kn
Kannada ವಿಕ್ಷನರಿ,https://kn.wiktionary.org,knwiktionary,wiktionary,kn
Kannada Wikibooks,https://kn.wikibooks.org,knwikibooks,wikibooks,kn
Kannada ವಿಕಿಕೋಟ್,https://kn.wikiquote.org,knwikiquote,wikiquote,kn
Kannada ವಿಕಿಸೋರ್ಸ್,https://kn.wikisource.org,knwikisource,wikisource,kn
Korean 위키백과,https://ko.wikipedia.org,kowiki,wiki,ko
Korean 위키낱말사전,https://ko.wiktionary.org,kowiktionary,wiktionary,ko
Korean 위키책,https://ko.wikibooks.org,kowikibooks,wikibooks,ko
Korean 위키뉴스,https://ko.wikinews.org,kowikinews,wikinews,ko
Korean 위키인용집,https://ko.wikiquote.org,kowikiquote,wikiquote,ko
Korean 위키문헌,https://ko.wikisource.org,kowikisource,wikisource,ko
Korean 위키배움터,https://ko.wikiversity.org,kowikiversity,wikiversity,ko
Komi-Permyak Википедия,https://koi.wikipedia.org,koiwiki,wiki,koi
Kanuri Wikipedia,https://kr.wikipedia.org,krwiki,wiki,kr
Kanuri Wikiquote,https://kr.wikiquote.org,krwikiquote,wikiquote,kr
Karachay-Balkar Википедия,https://krc.wikipedia.org,krcwiki,wiki,krc
Kashmiri Wikipedia,https://ks.wikipedia.org,kswiki,wiki,ks
Kashmiri Wiktionary,https://ks.wiktionary.org,kswiktionary,wiktionary,ks
Kashmiri Wikibooks,https://ks.wikibooks.org,kswikibooks,wikibooks,ks
Kashmiri Wikiquote,https://ks.wikiquote.org,kswikiquote,wikiquote,ks
Colognian Wikipedia,https://ksh.wikipedia.org,kshwiki,wiki,ksh
Kurdish Wîkîpediya,https://ku.wikipedia.org,kuwiki,wiki,ku
Kurdish Wîkîferheng,https://ku.wiktionary.org,kuwiktionary,wiktionary,ku
Kurdish Wikibooks,https://ku.wikibooks.org,kuwikibooks,wikibooks,ku
Kurdish Wikiquote,https://ku.wikiquote.org,kuwikiquote,wikiquote,ku
Komi Wikipedia,https://kv.wikipedia.org,kvwiki,wiki,kv
Cornish Wikipedia,https://kw.wikipedia.org,kwwiki,wiki,kw
Cornish Wiktionary,https://kw.wiktionary.org,kwwiktionary,wiktionary,kw
Cornish Wikiquote,https://kw.wikiquote.org,kwwikiquote,wikiquote,kw
Kyrgyz Wikipedia,https://ky.wikipedia.org,kywiki,wiki,ky
Kyrgyz Wiktionary,https://ky.wiktionary.org,kywiktionary,wiktionary,ky
Kyrgyz Wikibooks,https://ky.wikibooks.org,kywikibooks,wikibooks,ky
Kyrgyz Wikiquote,https://ky.wikiquote.org,kywikiquote,wikiquote,ky
Latin Vicipaedia,https://la.wikipedia.org,lawiki,wiki,la
Latin Victionarium,https://la.wiktionary.org,lawiktionary,wiktionary,la
Latin Vicilibri,https://la.wikibooks.org,lawikibooks,wikibooks,la
Latin Vicicitatio,https://la.wikiquote.org,lawikiquote,wikiquote,la
Latin Wikisource,https://la.wikisource.org,lawikisource,wikisource,la
Ladino Vikipedya,https://lad.wikipedia.org,ladwiki,wiki,lad
Luxembourgish Wikipedia,https://lb.wikipedia.org,lbwiki,wiki,lb
Luxembourgish Wiktionnaire,https://lb.wiktionary.org,lbwiktionary,wiktionary,lb
Luxembourgish Wikibooks,https://lb.wikibooks.org,lbwikibooks,wikibooks,lb
Luxembourgish Wikiquote,https://lb.wikiquote.org,lbwikiquote,wikiquote,lb
Lak Википедия,https://lbe.wikipedia.org,lbewiki,wiki,lbe
Lezghian Википедия,https://lez.wikipedia.org,lezwiki,wiki,lez
Lingua Franca Nova Vicipedia,https://lfn.wikipedia.org,lfnwiki,wiki,lfn
Ganda Wikipedia,https://lg.wikipedia.org,lgwiki,wiki,lg
Limburgish Wikipedia,https://li.wikipedia.org,liwiki,wiki,li
Limburgish Wiktionary,https://li.wiktionary.org,liwiktionary,wiktionary,li
Limburgish Wikibeuk,https://li.wikibooks.org,liwikibooks,wikibooks,li
Limburgish Wikinuujs,https://li.wikinews.org,liwikinews,wikinews,li
Limburgish Wikiquote,https://li.wikiquote.org,liwikiquote,wikiquote,li
Limburgish Wikibrónne,https://li.wikisource.org,liwikisource,wikisource,li
Ligurian Wikipedia,https://lij.wikipedia.org,lijwiki,wiki,lij
Lombard Wikipedia,https://lmo.wikipedia.org,lmowiki,wiki,lmo
Lingala Wikipedia,https://ln.wikipedia.org,lnwiki,wiki,ln
Lingala Wiktionary,https://ln.wiktionary.org,lnwiktionary,wiktionary,ln
Lingala Wikibooks,https://ln.wikibooks.org,lnwikibooks,wikibooks,ln
Lao ວິກິພີເດຍ,https://lo.wikipedia.org,lowiki,wiki,lo
Lao Wiktionary,https://lo.wiktionary.org,lowiktionary,wiktionary,lo
Northern Luri ڤیکیپئدیا,https://lrc.wikipedia.org,lrcwiki,wiki,lrc
Lithuanian Vikipedija,https://lt.wikipedia.org,ltwiki,wiki,lt
Lithuanian Vikižodynas,https://lt.wiktionary.org,ltwiktionary,wiktionary,lt
Lithuanian Wikibooks,https://lt.wikibooks.org,ltwikibooks,wikibooks,lt
Lithuanian Wikiquote,https://lt.wikiquote.org,ltwikiquote,wikiquote,lt
Lithuanian Vikišaltiniai,https://lt.wikisource.org,ltwikisource,wikisource,lt
Latgalian Vikipedeja,https://ltg.wikipedia.org,ltgwiki,wiki,ltg
Latvian Vikipēdija,https://lv.wikipedia.org,lvwiki,wiki,lv
Latvian Wiktionary,https://lv.wiktionary.org,lvwiktionary,wiktionary,lv
Latvian Wikibooks,https://lv.wikibooks.org,lvwikibooks,wikibooks,lv
Maithili विकिपिडिया,https://mai.wikipedia.org,maiwiki,wiki,mai
Basa Banyumasan Wikipedia,https://map-bms.wikipedia.org,map_bmswiki,wiki,jv-x-bms
Moksha Википедиесь,https://mdf.wikipedia.org,mdfwiki,wiki,mdf
Malagasy Wikipedia,https://mg.wikipedia.org,mgwiki,wiki,mg
Malagasy Wiktionary,https://mg.wiktionary.org,mgwiktionary,wiktionary,mg
Malagasy Wikibooks,https://mg.wikibooks.org,mgwikibooks,wikibooks,mg
Marshallese Wikipedia,https://mh.wikipedia.org,mhwiki,wiki,mh
Marshallese Wiktionary,https://mh.wiktionary.org,mhwiktionary,wiktionary,mh
Eastern Mari Википедий,https://mhr.wikipedia.org,mhrwiki,wiki,mhr
Maori Wikipedia,https://mi.wikipedia.org,miwiki,wiki,mi
Maori Wiktionary,https://mi.wiktionary.org,miwiktionary,wiktionary,mi
Maori Wikibooks,https://mi.wikibooks.org,miwikibooks,wikibooks,mi
Minangkabau Wikipedia,https://min.wikipedia.org,minwiki,wiki,min
Macedonian Википедија,https://mk.wikipedia.org,mkwiki,wiki,mk
Macedonian Викиречник,https://mk.wiktionary.org,mkwiktionary,wiktionary,mk
Macedonian Wikibooks,https://mk.wikibooks.org,mkwikibooks,wikibooks,mk
Macedonian Wikisource,https://mk.wikisource.org,mkwikisource,wikisource,mk
Malayalam വിക്കിപീഡിയ,https://ml.wikipedia.org,mlwiki,wiki,ml
Malayalam വിക്കിനിഘണ്ടു,https://ml.wiktionary.org,mlwiktionary,wiktionary,ml
Malayalam വിക്കിപാഠശാല,https://ml.wikibooks.org,mlwikibooks,wikibooks,ml
Malayalam വിക്കിചൊല്ലുകൾ,https://ml.wikiquote.org,mlwikiquote,wikiquote,ml
Malayalam വിക്കിഗ്രന്ഥശാല,https://ml.wikisource.org,mlwikisource,wikisource,ml
Mongolian Википедиа,https://mn.wikipedia.org,mnwiki,wiki,mn
Mongolian Wiktionary,https://mn.wiktionary.org,mnwiktionary,wiktionary,mn
Mongolian Wikibooks,https://mn.wikibooks.org,mnwikibooks,wikibooks,mn
Marathi विकिपीडिया,https://mr.wikipedia.org,mrwiki,wiki,mr
Marathi Wiktionary,https://mr.wiktionary.org,mrwiktionary,wiktionary,mr
Marathi विकिबुक्स,https://mr.wikibooks.org,mrwikibooks,wikibooks,mr
Marathi Wikiquote,https://mr.wikiquote.org,mrwikiquote,wikiquote,mr
Marathi विकिस्रोत,https://mr.wikisource.org,mrwikisource,wikisource,mr
Western Mari Википеди,https://mrj.wikipedia.org,mrjwiki,wiki,mrj
Malay Wikipedia,https://ms.wikipedia.org,mswiki,wiki,ms
Malay Wiktionary,https://ms.wiktionary.org,mswiktionary,wiktionary,ms
Malay Wikibooks,https://ms.wikibooks.org,mswikibooks,wikibooks,ms
Maltese Wikipedija,https://mt.wikipedia.org,mtwiki,wiki,mt
Maltese Wikizzjunarju,https://mt.wiktionary.org,mtwiktionary,wiktionary,mt
Creek Wikipedia,https://mus.wikipedia.org,muswiki,wiki,mus
Mirandese Biquipédia,https://mwl.wikipedia.org,mwlwiki,wiki,mwl
Burmese ဝီကီပီးဒီးယား,https://my.wikipedia.org,mywiki,wiki,my
Burmese ဝစ်ရှင်နရီ,https://my.wiktionary.org,mywiktionary,wiktionary,my
Burmese Wikibooks,https://my.wikibooks.org,mywikibooks,wikibooks,my
Erzya Википедиясь,https://myv.wikipedia.org,myvwiki,wiki,myv
Mazanderani ویکی‌پدیا,https://mzn.wikipedia.org,mznwiki,wiki,mzn
Nauru Wikipedia,https://na.wikipedia.org,nawiki,wiki,na
Nauru Wiktionary,https://na.wiktionary.org,nawiktionary,wiktionary,na
Nauru Wikibooks,https://na.wikibooks.org,nawikibooks,wikibooks,na
Nauru Wikiquote,https://na.wikiquote.org,nawikiquote,wikiquote,na
Nāhuatl Huiquipedia,https://nah.wikipedia.org,nahwiki,wiki,nah
Nāhuatl Wiktionary,https://nah.wiktionary.org,nahwiktionary,wiktionary,nah
Nāhuatl Wikibooks,https://nah.wikibooks.org,nahwikibooks,wikibooks,nah
Neapolitan Wikipedia,https://nap.wikipedia.org,napwiki,wiki,nap
Low German Wikipedia,https://nds.wikipedia.org,ndswiki,wiki,nds
Low German Wiktionary,https://nds.wiktionary.org,ndswiktionary,wiktionary,nds
Low German Wikibooks,https://nds.wikibooks.org,ndswikibooks,wikibooks,nds
Low German Wikiquote,https://nds.wikiquote.org,ndswikiquote,wikiquote,nds
Low Saxon Wikipedie,https://nds-nl.wikipedia.org,nds_nlwiki,wiki,nds-NL
Nepali विकिपिडिया,https://ne.wikipedia.org,newiki,wiki,ne
Nepali Wiktionary,https://ne.wiktionary.org,newiktionary,wiktionary,ne
Nepali विकिपुस्तक,https://ne.wikibooks.org,newikibooks,wikibooks,ne
Newari Wikipedia,https://new.wikipedia.org,newwiki,wiki,new
Ndonga Wikipedia,https://ng.wikipedia.org,ngwiki,wiki,ng
Dutch Wikipedia,https://nl.wikipedia.org,nlwiki,wiki,nl
Dutch WikiWoordenboek,https://nl.wiktionary.org,nlwiktionary,wiktionary,nl
Dutch Wikibooks,https://nl.wikibooks.org,nlwikibooks,wikibooks,nl
Dutch Wikinieuws,https://nl.wikinews.org,nlwikinews,wikinews,nl
Dutch Wikiquote,https://nl.wikiquote.org,nlwikiquote,wikiquote,nl
Dutch Wikisource,https://nl.wikisource.org,nlwikisource,wikisource,nl
Dutch Wikivoyage,https://nl.wikivoyage.org,nlwikivoyage,wikivoyage,nl
Norwegian Nynorsk Wikipedia,https://nn.wikipedia.org,nnwiki,wiki,nn
Norwegian Nynorsk Wiktionary,https://nn.wiktionary.org,nnwiktionary,wiktionary,nn
Norwegian Nynorsk Wikiquote,https://nn.wikiquote.org,nnwikiquote,wikiquote,nn
Norwegian Wikipedia,https://no.wikipedia.org,nowiki,wiki,nb
Norwegian Wiktionary,https://no.wiktionary.org,nowiktionary,wiktionary,nb
Norwegian Wikibøker,https://no.wikibooks.org,nowikibooks,wikibooks,nb
Norwegian Wikinytt,https://no.wikinews.org,nowikinews,wikinews,nb
Norwegian Wikiquote,https://no.wikiquote.org,nowikiquote,wikiquote,nb
Norwegian Wikikilden,https://no.wikisource.org,nowikisource,wikisource,nb
Novial Wikipedia,https://nov.wikipedia.org,novwiki,wiki,nov
Norman Wikipedia,https://nrm.wikipedia.org,nrmwiki,wiki,nrf
Northern Sotho Wikipedia,https://nso.wikipedia.org,nsowiki,wiki,nso
Navajo Wikipedia,https://nv.wikipedia.org,nvwiki,wiki,nv
Nyanja Wikipedia,https://ny.wikipedia.org,nywiki,wiki,ny
Occitan Wikipèdia,https://oc.wikipedia.org,ocwiki,wiki,oc
Occitan Wikiccionari,https://oc.wiktionary.org,ocwiktionary,wiktionary,oc
Occitan Wikilibres,https://oc.wikibooks.org,ocwikibooks,wikibooks,oc
Livvi-Karelian Wikipedii,https://olo.wikipedia.org,olowiki,wiki,olo
Oromo Wikipedia,https://om.wikipedia.org,omwiki,wiki,om
Oromo Wiktionary,https://om.wiktionary.org,omwiktionary,wiktionary,om
Odia ଉଇକିପିଡ଼ିଆ,https://or.wikipedia.org,orwiki,wiki,or
Odia ଉଇକିଅଭିଧାନ,https://or.wiktionary.org,orwiktionary,wiktionary,or
Odia ଉଇକିପାଠାଗାର,https://or.wikisource.org,orwikisource,wikisource,or
Ossetic Википеди,https://os.wikipedia.org,oswiki,wiki,os
Punjabi ਵਿਕੀਪੀਡੀਆ,https://pa.wikipedia.org,pawiki,wiki,pa
Punjabi Wiktionary,https://pa.wiktionary.org,pawiktionary,wiktionary,pa
Punjabi Wikibooks,https://pa.wikibooks.org,pawikibooks,wikibooks,pa
Punjabi ਵਿਕੀਸਰੋਤ,https://pa.wikisource.org,pawikisource,wikisource,pa
Pangasinan Wikipedia,https://pag.wikipedia.org,pagwiki,wiki,pag
Pampanga Wikipedia,https://pam.wikipedia.org,pamwiki,wiki,pam
Papiamento Wikipedia,https://pap.wikipedia.org,papwiki,wiki,pap
Picard Wikipedia,https://pcd.wikipedia.org,pcdwiki,wiki,pcd
Pennsylvania German Wikipedia,https://pdc.wikipedia.org,pdcwiki,wiki,pdc
Palatine German Wikipedia,https://pfl.wikipedia.org,pflwiki,wiki,pfl
Pali Wikipedia,https://pi.wikipedia.org,piwiki,wiki,pi
Pali Wiktionary,https://pi.wiktionary.org,piwiktionary,wiktionary,pi
Norfuk / Pitkern Wikipedia,https://pih.wikipedia.org,pihwiki,wiki,pih
Polish Wikipedia,https://pl.wikipedia.org,plwiki,wiki,pl
Polish Wikisłownik,https://pl.wiktionary.org,plwiktionary,wiktionary,pl
Polish Wikibooks,https://pl.wikibooks.org,plwikibooks,wikibooks,pl
Polish Wikinews,https://pl.wikinews.org,plwikinews,wikinews,pl
Polish Wikicytaty,https://pl.wikiquote.org,plwikiquote,wikiquote,pl
Polish Wikiźródła,https://pl.wikisource.org,plwikisource,wikisource,pl
Polish Wikipodróże,https://pl.wikivoyage.org,plwikivoyage,wikivoyage,pl
Piedmontese Wikipedia,https://pms.wikipedia.org,pmswiki,wiki,pms
Piedmontese Wikisource,https://pms.wikisource.org,pmswikisource,wikisource,pms
Western Punjabi وکیپیڈیا,https://pnb.wikipedia.org,pnbwiki,wiki,pnb
Western Punjabi وکشنری,https://pnb.wiktionary.org,pnbwiktionary,wiktionary,pnb
Pontic Βικιπαίδεια,https://pnt.wikipedia.org,pntwiki,wiki,pnt
Pashto ويکيپېډيا,https://ps.wikipedia.org,pswiki,wiki,ps
Pashto ويکيسيند,https://ps.wiktionary.org,pswiktionary,wiktionary,ps
Pashto ويکيتابونه,https://ps.wikibooks.org,pswikibooks,wikibooks,ps
Pashto ويکيسفر,https://ps.wikivoyage.org,pswikivoyage,wikivoyage,ps
Portuguese Wikipédia,https://pt.wikipedia.org,ptwiki,wiki,pt
Portuguese Wikcionário,https://pt.wiktionary.org,ptwiktionary,wiktionary,pt
Portuguese Wikilivros,https://pt.wikibooks.org,ptwikibooks,wikibooks,pt
Portuguese Wikinotícias,https://pt.wikinews.org,ptwikinews,wikinews,pt
Portuguese Wikiquote,https://pt.wikiquote.org,ptwikiquote,wikiquote,pt
Portuguese Wikisource,https://pt.wikisource.org,ptwikisource,wikisource,pt
Portuguese Wikiversidade,https://pt.wikiversity.org,ptwikiversity,wikiversity,pt
Portuguese Wikivoyage,https://pt.wikivoyage.org,ptwikivoyage,wikivoyage,pt
Quechua Wikipedia,https://qu.wikipedia.org,quwiki,wiki,qu
Quechua Wiktionary,https://qu.wiktionary.org,quwiktionary,wiktionary,qu
Quechua Wikibooks,https://qu.wikibooks.org,quwikibooks,wikibooks,qu
Quechua Wikiquote,https://qu.wikiquote.org,quwikiquote,wikiquote,qu
Romansh Wikipedia,https://rm.wikipedia.org,rmwiki,wiki,rm
Romansh Wiktionary,https://rm.wiktionary.org,rmwiktionary,wiktionary,rm
Romansh Wikibooks,https://rm.wikibooks.org,rmwikibooks,wikibooks,rm
Romani Vikipidiya,https://rmy.wikipedia.org,rmywiki,wiki,rmy
Rundi Wikipedia,https://rn.wikipedia.org,rnwiki,wiki,rn
Rundi Wiktionary,https://rn.wiktionary.org,rnwiktionary,wiktionary,rn
Romanian Wikipedia,https://ro.wikipedia.org,rowiki,wiki,ro
Romanian Wikționar,https://ro.wiktionary.org,rowiktionary,wiktionary,ro
Romanian Wikimanuale,https://ro.wikibooks.org,rowikibooks,wikibooks,ro
Romanian Wikiștiri,https://ro.wikinews.org,rowikinews,wikinews,ro
Romanian Wikicitat,https://ro.wikiquote.org,rowikiquote,wikiquote,ro
Romanian Wikisource,https://ro.wikisource.org,rowikisource,wikisource,ro
Romanian Wikivoyage,https://ro.wikivoyage.org,rowikivoyage,wikivoyage,ro
Aromanian Wikipedia,https://roa-rup.wikipedia.org,roa_rupwiki,wiki,rup
Aromanian Wiktionary,https://roa-rup.wiktionary.org,roa_rupwiktionary,wiktionary,rup
Tarantino Wikipedia,https://roa-tara.wikipedia.org,roa_tarawiki,wiki,nap-x-tara
Russian Википедия,https://ru.wikipedia.org,ruwiki,wiki,ru
Russian Викисловарь,https://ru.wiktionary.org,ruwiktionary,wiktionary,ru
Russian Викиучебник,https://ru.wikibooks.org,ruwikibooks,wikibooks,ru
Russian Викиновости,https://ru.wikinews.org,ruwikinews,wikinews,ru
Russian Викицитатник,https://ru.wikiquote.org,ruwikiquote,wikiquote,ru
Russian Викитека,https://ru.wikisource.org,ruwikisource,wikisource,ru
Russian Викиверситет,https://ru.wikiversity.org,ruwikiversity,wikiversity,ru
Russian Wikivoyage,https://ru.wikivoyage.org,ruwikivoyage,wikivoyage,ru
Rusyn Вікіпедія,https://rue.wikipedia.org,ruewiki,wiki,rue
Kinyarwanda Wikipedia,https://rw.wikipedia.org,rwwiki,wiki,rw
Kinyarwanda Wiktionary,https://rw.wiktionary.org,rwwiktionary,wiktionary,rw
Sanskrit विकिपीडिया,https://sa.wikipedia.org,sawiki,wiki,sa
Sanskrit विकिशब्दकोशः,https://sa.wiktionary.org,sawiktionary,wiktionary,sa
Sanskrit विकिपुस्तकानि,https://sa.wikibooks.org,sawikibooks,wikibooks,sa
Sanskrit विकिसूक्तिः,https://sa.wikiquote.org,sawikiquote,wikiquote,sa
Sanskrit विकिस्रोतः,https://sa.wikisource.org,sawikisource,wikisource,sa
Sakha Бикипиэдьийэ,https://sah.wikipedia.org,sahwiki,wiki,sah
Sakha Биики_Домох,https://sah.wikiquote.org,sahwikiquote,wikiquote,sah
Sakha Бикитиэкэ,https://sah.wikisource.org,sahwikisource,wikisource,sah
Santali ᱣᱤᱠᱤᱯᱤᱰᱤᱭᱟ,https://sat.wikipedia.org,satwiki,wiki,sat
Sardinian Wikipedia,https://sc.wikipedia.org,scwiki,wiki,sc
Sardinian Wiktionary,https://sc.wiktionary.org,scwiktionary,wiktionary,sc
Sicilian Wikipedia,https://scn.wikipedia.org,scnwiki,wiki,scn
Sicilian Wikizziunariu,https://scn.wiktionary.org,scnwiktionary,wiktionary,scn
Scots Wikipedia,https://sco.wikipedia.org,scowiki,wiki,sco
Sindhi وڪيپيڊيا,https://sd.wikipedia.org,sdwiki,wiki,sd
Sindhi Wiktionary,https://sd.wiktionary.org,sdwiktionary,wiktionary,sd
Sindhi Wikinews,https://sd.wikinews.org,sdwikinews,wikinews,sd
Northern Sami Wikipedia,https://se.wikipedia.org,sewiki,wiki,se
Northern Sami Wikibooks,https://se.wikibooks.org,sewikibooks,wikibooks,se
Sango Wikipedia,https://sg.wikipedia.org,sgwiki,wiki,sg
Sango Wiktionary,https://sg.wiktionary.org,sgwiktionary,wiktionary,sg
Serbo-Croatian Wikipedia,https://sh.wikipedia.org,shwiki,wiki,sh
Serbo-Croatian Wiktionary,https://sh.wiktionary.org,shwiktionary,wiktionary,sh
Shan ဝီႇၶီႇၽီးတီးယႃး,https://shn.wikipedia.org,shnwiki,wiki,shn
"Sinhala විකිපීඩියා, නිදහස් විශ්වකෝෂය",https://si.wikipedia.org,siwiki,wiki,si
Sinhala Wiktionary,https://si.wiktionary.org,siwiktionary,wiktionary,si
Sinhala Wikibooks,https://si.wikibooks.org,siwikibooks,wikibooks,si
Simple English Wikipedia,https://simple.wikipedia.org,simplewiki,wiki,en
Simple English Wiktionary,https://simple.wiktionary.org,simplewiktionary,wiktionary,en
Simple English Wikibooks,https://simple.wikibooks.org,simplewikibooks,wikibooks,en-simple
Simple English Wikiquote,https://simple.wikiquote.org,simplewikiquote,wikiquote,en-simple
Slovak Wikipédia,https://sk.wikipedia.org,skwiki,wiki,sk
Slovak Wikislovník,https://sk.wiktionary.org,skwiktionary,wiktionary,sk
Slovak Wikiknihy,https://sk.wikibooks.org,skwikibooks,wikibooks,sk
Slovak Wikicitáty,https://sk.wikiquote.org,skwikiquote,wikiquote,sk
Slovak Wikizdroje,https://sk.wikisource.org,skwikisource,wikisource,sk
Slovenian Wikipedija,https://sl.wikipedia.org,slwiki,wiki,sl
Slovenian Wikislovar,https://sl.wiktionary.org,slwiktionary,wiktionary,sl
Slovenian Wikiknjige,https://sl.wikibooks.org,slwikibooks,wikibooks,sl
Slovenian Wikinavedek,https://sl.wikiquote.org,slwikiquote,wikiquote,sl
Slovenian Wikivir,https://sl.wikisource.org,slwikisource,wikisource,sl
Slovenian Wikiverza,https://sl.wikiversity.org,slwikiversity,wikiversity,sl
Samoan Wikipedia,https://sm.wikipedia.org,smwiki,wiki,sm
Samoan Wiktionary,https://sm.wiktionary.org,smwiktionary,wiktionary,sm
Shona Wikipedia,https://sn.wikipedia.org,snwiki,wiki,sn
Shona Wiktionary,https://sn.wiktionary.org,snwiktionary,wiktionary,sn
Somali Wikipedia,https://so.wikipedia.org,sowiki,wiki,so
Somali Wiktionary,https://so.wiktionary.org,sowiktionary,wiktionary,so
Albanian Wikipedia,https://sq.wikipedia.org,sqwiki,wiki,sq
Albanian Wiktionary,https://sq.wiktionary.org,sqwiktionary,wiktionary,sq
Albanian Wikibooks,https://sq.wikibooks.org,sqwikibooks,wikibooks,sq
Albanian Wikilajme,https://sq.wikinews.org,sqwikinews,wikinews,sq
Albanian Wikiquote,https://sq.wikiquote.org,sqwikiquote,wikiquote,sq
Serbian Википедија,https://sr.wikipedia.org,srwiki,wiki,sr
Serbian Викиречник,https://sr.wiktionary.org,srwiktionary,wiktionary,sr
Serbian Викикњиге,https://sr.wikibooks.org,srwikibooks,wikibooks,sr
Serbian Викивести,https://sr.wikinews.org,srwikinews,wikinews,sr
Serbian Викицитат,https://sr.wikiquote.org,srwikiquote,wikiquote,sr
Serbian Викизворник,https://sr.wikisource.org,srwikisource,wikisource,sr
Sranan Tongo Wikipedia,https://srn.wikipedia.org,srnwiki,wiki,srn
Swati Wikipedia,https://ss.wikipedia.org,sswiki,wiki,ss
Swati Wiktionary,https://ss.wiktionary.org,sswiktionary,wiktionary,ss
Southern Sotho Wikipedia,https://st.wikipedia.org,stwiki,wiki,st
Southern Sotho Wiktionary,https://st.wiktionary.org,stwiktionary,wiktionary,st
Saterland Frisian Wikipedia,https://stq.wikipedia.org,stqwiki,wiki,stq
Sundanese Wikipedia,https://su.wikipedia.org,suwiki,wiki,su
Sundanese Wiktionary,https://su.wiktionary.org,suwiktionary,wiktionary,su
Sundanese Wikibooks,https://su.wikibooks.org,suwikibooks,wikibooks,su
Sundanese Wikiquote,https://su.wikiquote.org,suwikiquote,wikiquote,su
Swedish Wikipedia,https://sv.wikipedia.org,svwiki,wiki,sv
Swedish Wiktionary,https://sv.wiktionary.org,svwiktionary,wiktionary,sv
Swedish Wikibooks,https://sv.wikibooks.org,svwikibooks,wikibooks,sv
Swedish Wikinews,https://sv.wikinews.org,svwikinews,wikinews,sv
Swedish Wikiquote,https://sv.wikiquote.org,svwikiquote,wikiquote,sv
Swedish Wikisource,https://sv.wikisource.org,svwikisource,wikisource,sv
Swedish Wikiversity,https://sv.wikiversity.org,svwikiversity,wikiversity,sv
Swedish Wikivoyage,https://sv.wikivoyage.org,svwikivoyage,wikivoyage,sv
Swahili Wikipedia,https://sw.wikipedia.org,swwiki,wiki,sw
Swahili Wiktionary,https://sw.wiktionary.org,swwiktionary,wiktionary,sw
Swahili Wikibooks,https://sw.wikibooks.org,swwikibooks,wikibooks,sw
Silesian Wikipedia,https://szl.wikipedia.org,szlwiki,wiki,szl
Tamil விக்கிப்பீடியா,https://ta.wikipedia.org,tawiki,wiki,ta
Tamil விக்சனரி,https://ta.wiktionary.org,tawiktionary,wiktionary,ta
Tamil விக்கிநூல்கள்,https://ta.wikibooks.org,tawikibooks,wikibooks,ta
Tamil விக்கிசெய்தி,https://ta.wikinews.org,tawikinews,wikinews,ta
Tamil விக்கிமேற்கோள்,https://ta.wikiquote.org,tawikiquote,wikiquote,ta
Tamil விக்கிமூலம்,https://ta.wikisource.org,tawikisource,wikisource,ta
Tulu ವಿಕಿಪೀಡಿಯ,https://tcy.wikipedia.org,tcywiki,wiki,tcy
